"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"MEX","TAXSS","TOT","PC_TOT_TAX","A","2000",18.016,
"MEX","TAXSS","TOT","PC_TOT_TAX","A","2001",17.745,
"MEX","TAXSS","TOT","PC_TOT_TAX","A","2002",17.356,
"MEX","TAXSS","TOT","PC_TOT_TAX","A","2003",17.762,
"MEX","TAXSS","TOT","PC_TOT_TAX","A","2004",18.88,
"MEX","TAXSS","TOT","PC_TOT_TAX","A","2005",19.011,
"MEX","TAXSS","TOT","PC_TOT_TAX","A","2006",17.459,
"MEX","TAXSS","TOT","PC_TOT_TAX","A","2007",17.128,
"MEX","TAXSS","TOT","PC_TOT_TAX","A","2008",15.572,
"MEX","TAXSS","TOT","PC_TOT_TAX","A","2009",17.263,
"MEX","TAXSS","TOT","PC_TOT_TAX","A","2010",16.167,
"MEX","TAXSS","TOT","PC_TOT_TAX","A","2011",16.154,
"MEX","TAXSS","TOT","PC_TOT_TAX","A","2012",16.51,
"MEX","TAXSS","TOT","PC_TOT_TAX","A","2013",16.255,
"MEX","TAXSS","TOT","PC_TOT_TAX","A","2014",15.803,
"MEX","TAXSS","TOT","PC_TOT_TAX","A","2015",13.856,
"MEX","TAXSS","TOT","PC_TOT_TAX","A","2016",13.011,
"MEX","TAXSS","TOT","PC_TOT_TAX","A","2017",13.258,
"MEX","TAXSS","TOT","PC_TOT_TAX","A","2018",13.404,
"MEX","TAXSS","TOT","PC_TOT_TAX","A","2019",13.816,
"MEX","TAXSS","TOT","PC_TOT_TAX","A","2020",13.884,
"MEX","TAXSS","TOT","PC_TOT_TAX","A","2021",13.749,
"MEX","TAXSS","TOT","PC_TOT_TAX","A","2022",14.148,
"NLD","TAXSS","TOT","PC_GDP","A","1965",9.379,
"NLD","TAXSS","TOT","PC_GDP","A","1966",10.078,
"NLD","TAXSS","TOT","PC_GDP","A","1967",10.479,
"NLD","TAXSS","TOT","PC_GDP","A","1968",11.235,
"NLD","TAXSS","TOT","PC_GDP","A","1969",11.191,
"NLD","TAXSS","TOT","PC_GDP","A","1970",11.59,
"NLD","TAXSS","TOT","PC_GDP","A","1971",12.171,
"NLD","TAXSS","TOT","PC_GDP","A","1972",12.37,
"NLD","TAXSS","TOT","PC_GDP","A","1973",13.394,
"NLD","TAXSS","TOT","PC_GDP","A","1974",14.162,
"NLD","TAXSS","TOT","PC_GDP","A","1975",14.486,
"NLD","TAXSS","TOT","PC_GDP","A","1976",14.208,
"NLD","TAXSS","TOT","PC_GDP","A","1977",14.262,
"NLD","TAXSS","TOT","PC_GDP","A","1978",14.541,
"NLD","TAXSS","TOT","PC_GDP","A","1979",15.057,
"NLD","TAXSS","TOT","PC_GDP","A","1980",15.131,
"NLD","TAXSS","TOT","PC_GDP","A","1981",15.492,
"NLD","TAXSS","TOT","PC_GDP","A","1982",16.433,
"NLD","TAXSS","TOT","PC_GDP","A","1983",18.297,
"NLD","TAXSS","TOT","PC_GDP","A","1984",17.306,
"NLD","TAXSS","TOT","PC_GDP","A","1985",17.393,
"NLD","TAXSS","TOT","PC_GDP","A","1986",17.042,
"NLD","TAXSS","TOT","PC_GDP","A","1987",17.97,
"NLD","TAXSS","TOT","PC_GDP","A","1988",17.884,
"NLD","TAXSS","TOT","PC_GDP","A","1989",16.359,
"NLD","TAXSS","TOT","PC_GDP","A","1990",14.855,
"NLD","TAXSS","TOT","PC_GDP","A","1991",15.595,
"NLD","TAXSS","TOT","PC_GDP","A","1992",16.118,
"NLD","TAXSS","TOT","PC_GDP","A","1993",16.068,
"NLD","TAXSS","TOT","PC_GDP","A","1994",16.357,
"NLD","TAXSS","TOT","PC_GDP","A","1995",14.727,
"NLD","TAXSS","TOT","PC_GDP","A","1996",14.167,
"NLD","TAXSS","TOT","PC_GDP","A","1997",14.023,
"NLD","TAXSS","TOT","PC_GDP","A","1998",13.787,
"NLD","TAXSS","TOT","PC_GDP","A","1999",14.315,
"NLD","TAXSS","TOT","PC_GDP","A","2000",14.275,
"NLD","TAXSS","TOT","PC_GDP","A","2001",12.726,
"NLD","TAXSS","TOT","PC_GDP","A","2002",12.326,
"NLD","TAXSS","TOT","PC_GDP","A","2003",12.848,
"NLD","TAXSS","TOT","PC_GDP","A","2004",12.923,
"NLD","TAXSS","TOT","PC_GDP","A","2005",12.08,
"NLD","TAXSS","TOT","PC_GDP","A","2006",12.964,
"NLD","TAXSS","TOT","PC_GDP","A","2007",12.448,
"NLD","TAXSS","TOT","PC_GDP","A","2008",13.307,
"NLD","TAXSS","TOT","PC_GDP","A","2009",12.617,
"NLD","TAXSS","TOT","PC_GDP","A","2010",12.943,
"NLD","TAXSS","TOT","PC_GDP","A","2011",13.603,
"NLD","TAXSS","TOT","PC_GDP","A","2012",14.525,
"NLD","TAXSS","TOT","PC_GDP","A","2013",14.743,
"NLD","TAXSS","TOT","PC_GDP","A","2014",14.685,
"NLD","TAXSS","TOT","PC_GDP","A","2015",13.975,
"NLD","TAXSS","TOT","PC_GDP","A","2016",14.668,
"NLD","TAXSS","TOT","PC_GDP","A","2017",13.807,
"NLD","TAXSS","TOT","PC_GDP","A","2018",13.96,
"NLD","TAXSS","TOT","PC_GDP","A","2019",13.443,
"NLD","TAXSS","TOT","PC_GDP","A","2020",13.645,
"NLD","TAXSS","TOT","PC_GDP","A","2021",12.941,
"NLD","TAXSS","TOT","PC_GDP","A","2022",12.599,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","1965",30.771,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","1966",31.703,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","1967",32.03,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","1968",33.668,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","1969",34.789,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","1970",35.148,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","1971",35.447,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","1972",34.929,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","1973",36.81,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","1974",38.493,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","1975",38.405,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","1976",37.778,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","1977",37.107,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","1978",37.233,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","1979",38.162,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","1980",38.069,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","1981",39.808,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","1982",41.529,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","1983",45.014,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","1984",44.414,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","1985",44.275,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","1986",42.712,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","1987",42.663,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","1988",42.499,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","1989",41.216,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","1990",37.421,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","1991",37.374,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","1992",38.943,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","1993",38.643,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","1994",41.168,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","1995",39.537,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","1996",37.934,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","1997",38.107,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","1998",38.03,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","1999",38.525,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","2000",38.677,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","2001",35.734,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","2002",35.204,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","2003",36.916,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","2004",37.125,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","2005",34.502,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","2006",35.963,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","2007",34.882,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","2008",37.019,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","2009",36.113,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","2010",36.3,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","2011",38.381,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","2012",40.816,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","2013",40.829,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","2014",39.638,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","2015",37.763,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","2016",38.194,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","2017",35.675,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","2018",35.981,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","2019",34.237,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","2020",34.113,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","2021",33.026,
"NLD","TAXSS","TOT","PC_TOT_TAX","A","2022",33.164,
"NZL","TAXSS","TOT","PC_GDP","A","1965",0,
"NZL","TAXSS","TOT","PC_GDP","A","1966",0,
"NZL","TAXSS","TOT","PC_GDP","A","1967",0,
"NZL","TAXSS","TOT","PC_GDP","A","1968",0,
"NZL","TAXSS","TOT","PC_GDP","A","1969",0,
"NZL","TAXSS","TOT","PC_GDP","A","1970",0,
"NZL","TAXSS","TOT","PC_GDP","A","1971",0,
"NZL","TAXSS","TOT","PC_GDP","A","1972",0,
"NZL","TAXSS","TOT","PC_GDP","A","1973",0,
"NZL","TAXSS","TOT","PC_GDP","A","1974",0,
"NZL","TAXSS","TOT","PC_GDP","A","1975",0,
"NZL","TAXSS","TOT","PC_GDP","A","1976",0,
"NZL","TAXSS","TOT","PC_GDP","A","1977",0,
"NZL","TAXSS","TOT","PC_GDP","A","1978",0,
"NZL","TAXSS","TOT","PC_GDP","A","1979",0,
"NZL","TAXSS","TOT","PC_GDP","A","1980",0,
"NZL","TAXSS","TOT","PC_GDP","A","1981",0,
"NZL","TAXSS","TOT","PC_GDP","A","1982",0,
"NZL","TAXSS","TOT","PC_GDP","A","1983",0,
"NZL","TAXSS","TOT","PC_GDP","A","1984",0,
"NZL","TAXSS","TOT","PC_GDP","A","1985",0,
"NZL","TAXSS","TOT","PC_GDP","A","1986",0,
"NZL","TAXSS","TOT","PC_GDP","A","1987",0,
"NZL","TAXSS","TOT","PC_GDP","A","1988",0,
"NZL","TAXSS","TOT","PC_GDP","A","1989",0,
"NZL","TAXSS","TOT","PC_GDP","A","1990",0,
"NZL","TAXSS","TOT","PC_GDP","A","1991",0,
"NZL","TAXSS","TOT","PC_GDP","A","1992",0,
"NZL","TAXSS","TOT","PC_GDP","A","1993",0,
"NZL","TAXSS","TOT","PC_GDP","A","1994",0,
"NZL","TAXSS","TOT","PC_GDP","A","1995",0,
"NZL","TAXSS","TOT","PC_GDP","A","1996",0,
"NZL","TAXSS","TOT","PC_GDP","A","1997",0,
"NZL","TAXSS","TOT","PC_GDP","A","1998",0,
"NZL","TAXSS","TOT","PC_GDP","A","1999",0,
"NZL","TAXSS","TOT","PC_GDP","A","2000",0,
"NZL","TAXSS","TOT","PC_GDP","A","2001",0,
"NZL","TAXSS","TOT","PC_GDP","A","2002",0,
"NZL","TAXSS","TOT","PC_GDP","A","2003",0,
"NZL","TAXSS","TOT","PC_GDP","A","2004",0,
"NZL","TAXSS","TOT","PC_GDP","A","2005",0,
"NZL","TAXSS","TOT","PC_GDP","A","2006",0,
"NZL","TAXSS","TOT","PC_GDP","A","2007",0,
"NZL","TAXSS","TOT","PC_GDP","A","2008",0,
"NZL","TAXSS","TOT","PC_GDP","A","2009",0,
"NZL","TAXSS","TOT","PC_GDP","A","2010",0,
"NZL","TAXSS","TOT","PC_GDP","A","2011",0,
"NZL","TAXSS","TOT","PC_GDP","A","2012",0,
"NZL","TAXSS","TOT","PC_GDP","A","2013",0,
"NZL","TAXSS","TOT","PC_GDP","A","2014",0,
"NZL","TAXSS","TOT","PC_GDP","A","2015",0,
"NZL","TAXSS","TOT","PC_GDP","A","2016",0,
"NZL","TAXSS","TOT","PC_GDP","A","2017",0,
"NZL","TAXSS","TOT","PC_GDP","A","2018",0,
"NZL","TAXSS","TOT","PC_GDP","A","2019",0,
"NZL","TAXSS","TOT","PC_GDP","A","2020",0,
"NZL","TAXSS","TOT","PC_GDP","A","2021",0,
"NZL","TAXSS","TOT","PC_GDP","A","2022",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","1965",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","1966",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","1967",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","1968",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","1969",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","1970",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","1971",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","1972",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","1973",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","1974",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","1975",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","1976",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","1977",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","1978",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","1979",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","1980",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","1981",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","1982",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","1983",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","1984",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","1985",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","1986",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","1987",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","1988",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","1989",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","1990",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","1991",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","1992",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","1993",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","1994",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","1995",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","1996",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","1997",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","1998",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","1999",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","2000",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","2001",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","2002",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","2003",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","2004",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","2005",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","2006",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","2007",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","2008",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","2009",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","2010",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","2011",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","2012",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","2013",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","2014",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","2015",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","2016",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","2017",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","2018",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","2019",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","2020",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","2021",0,
"NZL","TAXSS","TOT","PC_TOT_TAX","A","2022",0,
"NOR","TAXSS","TOT","PC_GDP","A","1965",3.512,
"NOR","TAXSS","TOT","PC_GDP","A","1966",3.916,
"NOR","TAXSS","TOT","PC_GDP","A","1967",5.109,
"NOR","TAXSS","TOT","PC_GDP","A","1968",5.401,
"NOR","TAXSS","TOT","PC_GDP","A","1969",5.563,
"NOR","TAXSS","TOT","PC_GDP","A","1970",5.499,
"NOR","TAXSS","TOT","PC_GDP","A","1971",6.412,
"NOR","TAXSS","TOT","PC_GDP","A","1972",7.144,
"NOR","TAXSS","TOT","PC_GDP","A","1973",9.731,
"NOR","TAXSS","TOT","PC_GDP","A","1974",9.558,
"NOR","TAXSS","TOT","PC_GDP","A","1975",9.639,
"NOR","TAXSS","TOT","PC_GDP","A","1976",9.407,
"NOR","TAXSS","TOT","PC_GDP","A","1977",9.356,
"NOR","TAXSS","TOT","PC_GDP","A","1978",9.506,
"NOR","TAXSS","TOT","PC_GDP","A","1979",9.522,
"NOR","TAXSS","TOT","PC_GDP","A","1980",8.862,
"NOR","TAXSS","TOT","PC_GDP","A","1981",9.119,
"NOR","TAXSS","TOT","PC_GDP","A","1982",9.231,
"NOR","TAXSS","TOT","PC_GDP","A","1983",9.021,
"NOR","TAXSS","TOT","PC_GDP","A","1984",8.684,
"NOR","TAXSS","TOT","PC_GDP","A","1985",8.706,
"NOR","TAXSS","TOT","PC_GDP","A","1986",9.83,
"NOR","TAXSS","TOT","PC_GDP","A","1987",10.023,
"NOR","TAXSS","TOT","PC_GDP","A","1988",10.69,
"NOR","TAXSS","TOT","PC_GDP","A","1989",10.888,
"NOR","TAXSS","TOT","PC_GDP","A","1990",10.584,
"NOR","TAXSS","TOT","PC_GDP","A","1991",10.54,
"NOR","TAXSS","TOT","PC_GDP","A","1992",10.642,
"NOR","TAXSS","TOT","PC_GDP","A","1993",9.72,
"NOR","TAXSS","TOT","PC_GDP","A","1994",9.633,
"NOR","TAXSS","TOT","PC_GDP","A","1995",9.404,
"NOR","TAXSS","TOT","PC_GDP","A","1996",9.201,
"NOR","TAXSS","TOT","PC_GDP","A","1997",9.118,
"NOR","TAXSS","TOT","PC_GDP","A","1998",9.691,
"NOR","TAXSS","TOT","PC_GDP","A","1999",9.837,
"NOR","TAXSS","TOT","PC_GDP","A","2000",8.758,
"NOR","TAXSS","TOT","PC_GDP","A","2001",9.043,
"NOR","TAXSS","TOT","PC_GDP","A","2002",9.66,
"NOR","TAXSS","TOT","PC_GDP","A","2003",9.575,
"NOR","TAXSS","TOT","PC_GDP","A","2004",9.159,
"NOR","TAXSS","TOT","PC_GDP","A","2005",8.67,
"NOR","TAXSS","TOT","PC_GDP","A","2006",8.472,
"NOR","TAXSS","TOT","PC_GDP","A","2007",8.663,
"NOR","TAXSS","TOT","PC_GDP","A","2008",8.549,
"NOR","TAXSS","TOT","PC_GDP","A","2009",9.544,
"NOR","TAXSS","TOT","PC_GDP","A","2010",9.327,
"NOR","TAXSS","TOT","PC_GDP","A","2011",9.211,
"NOR","TAXSS","TOT","PC_GDP","A","2012",9.285,
"NOR","TAXSS","TOT","PC_GDP","A","2013",9.464,
"NOR","TAXSS","TOT","PC_GDP","A","2014",9.883,
"NOR","TAXSS","TOT","PC_GDP","A","2015",10.387,
"NOR","TAXSS","TOT","PC_GDP","A","2016",10.618,
"NOR","TAXSS","TOT","PC_GDP","A","2017",10.227,
"NOR","TAXSS","TOT","PC_GDP","A","2018",9.99,
"NOR","TAXSS","TOT","PC_GDP","A","2019",10.483,
"NOR","TAXSS","TOT","PC_GDP","A","2020",11.013,
"NOR","TAXSS","TOT","PC_GDP","A","2021",9.549,
"NOR","TAXSS","TOT","PC_GDP","A","2022",7.73,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","1965",11.929,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","1966",12.79,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","1967",15.789,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","1968",16.21,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","1969",16.079,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","1970",16.05,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","1971",17.455,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","1972",18.511,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","1973",24.96,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","1974",24.753,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","1975",24.826,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","1976",23.386,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","1977",22.844,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","1978",23.51,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","1979",23.624,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","1980",21.127,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","1981",21.032,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","1982",21.694,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","1983",21.852,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","1984",21.428,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","1985",20.793,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","1986",22.525,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","1987",23.927,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","1988",25.798,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","1989",27.396,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","1990",26.295,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","1991",26.111,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","1992",26.921,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","1993",25.144,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","1994",24.11,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","1995",23.888,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","1996",23.418,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","1997",22.741,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","1998",23.525,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","1999",23.699,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","2000",21.047,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","2001",21.627,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","2002",22.925,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","2003",23.089,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","2004",21.705,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","2005",20.45,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","2006",19.913,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","2007",20.711,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","2008",20.836,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","2009",23.324,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","2010",22.431,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","2011",22.107,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","2012",22.567,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","2013",23.916,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","2014",25.677,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","2015",27.199,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","2016",27.469,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","2017",26.593,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","2018",25.539,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","2019",26.393,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","2020",28.448,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","2021",22.494,
"NOR","TAXSS","TOT","PC_TOT_TAX","A","2022",17.449,
"POL","TAXSS","TOT","PC_GDP","A","1991",10.834,
"POL","TAXSS","TOT","PC_GDP","A","1992",11.926,
"POL","TAXSS","TOT","PC_GDP","A","1993",12.104,
"POL","TAXSS","TOT","PC_GDP","A","1994",10.804,
"POL","TAXSS","TOT","PC_GDP","A","1995",11.088,
"POL","TAXSS","TOT","PC_GDP","A","1996",11.362,
"POL","TAXSS","TOT","PC_GDP","A","1997",11.511,
"POL","TAXSS","TOT","PC_GDP","A","1998",11.496,
"POL","TAXSS","TOT","PC_GDP","A","1999",13.64,
"POL","TAXSS","TOT","PC_GDP","A","2000",12.878,
"POL","TAXSS","TOT","PC_GDP","A","2001",13.412,
"POL","TAXSS","TOT","PC_GDP","A","2002",12.808,
"POL","TAXSS","TOT","PC_GDP","A","2003",12.595,
"POL","TAXSS","TOT","PC_GDP","A","2004",12.087,
"POL","TAXSS","TOT","PC_GDP","A","2005",12.145,
"POL","TAXSS","TOT","PC_GDP","A","2006",12.003,
"POL","TAXSS","TOT","PC_GDP","A","2007",11.797,
"POL","TAXSS","TOT","PC_GDP","A","2008",11.214,
"POL","TAXSS","TOT","PC_GDP","A","2009",11.081,
"POL","TAXSS","TOT","PC_GDP","A","2010",10.878,
"POL","TAXSS","TOT","PC_GDP","A","2011",11.213,
"POL","TAXSS","TOT","PC_GDP","A","2012",12.074,
"POL","TAXSS","TOT","PC_GDP","A","2013",12.428,
"POL","TAXSS","TOT","PC_GDP","A","2014",12.233,
"POL","TAXSS","TOT","PC_GDP","A","2015",12.426,
"POL","TAXSS","TOT","PC_GDP","A","2016",12.748,
"POL","TAXSS","TOT","PC_GDP","A","2017",12.857,
"POL","TAXSS","TOT","PC_GDP","A","2018",13.058,
"POL","TAXSS","TOT","PC_GDP","A","2019",13.21,
"POL","TAXSS","TOT","PC_GDP","A","2020",13.494,
"POL","TAXSS","TOT","PC_GDP","A","2021",12.968,
"POL","TAXSS","TOT","PC_GDP","A","2022",13.661,
"POL","TAXSS","TOT","PC_TOT_TAX","A","1991",31.874,
"POL","TAXSS","TOT","PC_TOT_TAX","A","1992",32.999,
"POL","TAXSS","TOT","PC_TOT_TAX","A","1993",30.897,
"POL","TAXSS","TOT","PC_TOT_TAX","A","1994",29.682,
"POL","TAXSS","TOT","PC_TOT_TAX","A","1995",30.314,
"POL","TAXSS","TOT","PC_TOT_TAX","A","1996",31.081,
"POL","TAXSS","TOT","PC_TOT_TAX","A","1997",31.921,
"POL","TAXSS","TOT","PC_TOT_TAX","A","1998",32.596,
"POL","TAXSS","TOT","PC_TOT_TAX","A","1999",39.021,
"POL","TAXSS","TOT","PC_TOT_TAX","A","2000",39.175,
"POL","TAXSS","TOT","PC_TOT_TAX","A","2001",40.854,
"POL","TAXSS","TOT","PC_TOT_TAX","A","2002",38.849,
"POL","TAXSS","TOT","PC_TOT_TAX","A","2003",38.823,
"POL","TAXSS","TOT","PC_TOT_TAX","A","2004",37.848,
"POL","TAXSS","TOT","PC_TOT_TAX","A","2005",36.841,
